s,iter,model,Estimation method,MSE,MSE_0,Feature importance
1,16,LSS confounding,Causal Forest,0.3917698463657127,0.7736925154314731,"[0.5281887750028451, 0.08461288028211454, 0.13652823728029445, 0.1293836413099134, 0.12128646612483253]"
1,16,Linear,Causal Forest,0.04095656551232243,0.12380846132784301,"[0.10668127245601572, 0.4349392584937572, 0.15170279139578396, 0.16917938509265487, 0.13749729256178822]"
1,16,Mixed,Causal Forest,0.1329231707963653,0.26063900652553706,"[0.13489043279684396, 0.09268424317423042, 0.581200257520996, 0.09942131790989722, 0.09180374859803234]"
1,5,Interaction,Causal Forest,0.04166294894632181,0.24989731519061895,"[0.3338633257447902, 0.3620986318544406, 0.10486935207519929, 0.091104955146414, 0.10806373517915592]"
1,5,LSS confounding,Causal Forest,0.3455322481685924,0.6630313460059525,"[0.4068171931036535, 0.11573246566741217, 0.1691519716705713, 0.136482489487415, 0.171815880070948]"
1,5,Linear,Causal Forest,0.031180884544412833,0.11764622348162397,"[0.06457595661186426, 0.5009499343300885, 0.155328886737054, 0.13435557412225993, 0.14478964819873333]"
1,5,Mixed,Causal Forest,0.10966113709233305,0.24305908976730886,"[0.15262086830880245, 0.07192443777612914, 0.6297153817033725, 0.07880894837005668, 0.06693036384163925]"
1,12,Interaction,Causal Forest,0.03275304259026578,0.25599805087540956,"[0.34987363635729607, 0.37364197079467704, 0.08718026763835404, 0.09025643652187537, 0.09904768868779754]"
1,12,LSS confounding,Causal Forest,0.3068016239399133,0.5966050439060339,"[0.5127908030974081, 0.08019265734470707, 0.13254165634079476, 0.1304783185962594, 0.14399656462083066]"
1,12,Linear,Causal Forest,0.04475456303981988,0.12862261693335306,"[0.06342129932187401, 0.49048786751177376, 0.14324613716777354, 0.13946668077784255, 0.1633780152207361]"
1,12,Mixed,Causal Forest,0.1310438707153702,0.263185980441964,"[0.12299951808185183, 0.09564480525033224, 0.5985636871083194, 0.09368003493434947, 0.08911195462514691]"
1,0,Interaction,Causal Forest,0.032066436738663356,0.2498919112461471,"[0.3297060092988931, 0.34005874832539373, 0.09545184561186823, 0.12338281841228975, 0.11140057835155513]"
1,0,LSS confounding,Causal Forest,0.30660839161772724,0.6267075919391245,"[0.43096189992637746, 0.14860079991609973, 0.15375163066412667, 0.1304066868390716, 0.13627898265432456]"
1,0,Linear,Causal Forest,0.023303829305970688,0.10513420900190604,"[0.06700384262566964, 0.5098994621151725, 0.14864795473081097, 0.1425866055765849, 0.13186213495176197]"
1,0,Mixed,Causal Forest,0.10647656251867167,0.3253761999738379,"[0.18160998359947325, 0.09231485332254163, 0.5716484605493306, 0.08361860414133361, 0.0708080983873209]"
1,4,Interaction,Causal Forest,0.03802091900613945,0.2507080936070131,"[0.36963621487665504, 0.31309559976404067, 0.1108060254978715, 0.09510606154341347, 0.11135609831801928]"
1,4,LSS confounding,Causal Forest,0.4267150506452678,0.6704044046293761,"[0.40068981405694215, 0.09353777739395966, 0.15204004550421735, 0.1578760046310373, 0.19585635841384363]"
1,4,Linear,Causal Forest,0.04132208479024056,0.11870387794977982,"[0.05777101459806508, 0.46383411025493515, 0.1636466912281428, 0.15891005176175388, 0.1558381321571031]"
1,4,Mixed,Causal Forest,0.15333730744833984,0.21841133961566458,"[0.12352098507298448, 0.09785166878976018, 0.6157354108926982, 0.07933288614177478, 0.08355904910278224]"
1,18,Interaction,Causal Forest,0.0421047943781292,0.24992728489612717,"[0.3980713682748899, 0.3001081651672313, 0.10465374861424333, 0.08641728660569992, 0.11074943133793569]"
1,18,LSS confounding,Causal Forest,0.20796845580686754,0.49026547689529043,"[0.5024107213380501, 0.1034852987364967, 0.13609004737617372, 0.12253017675061496, 0.1354837557986644]"
1,18,Linear,Causal Forest,0.04583101764394493,0.10444744955227174,"[0.05418690667780884, 0.4734194997545974, 0.15683352382734533, 0.14970142423204374, 0.16585864550820467]"
1,18,Mixed,Causal Forest,0.10876440057008242,0.23387309934853975,"[0.18959778699166346, 0.11626049662813515, 0.4987640527323719, 0.099042199148801, 0.09633546449902852]"
1,17,Interaction,Causal Forest,0.01771419070885114,0.2500170772123246,"[0.29320909672126855, 0.41140676894699874, 0.09636705777429817, 0.10666264701640756, 0.09235442954102704]"
1,17,LSS confounding,Causal Forest,0.3541363295735062,0.6373897202482747,"[0.4754071822850691, 0.1037832414311471, 0.13946198820022832, 0.13979544078577308, 0.14155214729778234]"
1,17,Linear,Causal Forest,0.03144463958666224,0.11702328879648675,"[0.06809546464323091, 0.48013604864559634, 0.13033117239996897, 0.16910715836689447, 0.15233015594430926]"
1,17,Mixed,Causal Forest,0.14948492260641702,0.2763588088700175,"[0.14126147190286661, 0.09389454492943061, 0.5692095595397463, 0.0975400822284933, 0.0980943413994632]"
1,11,Interaction,Causal Forest,0.010783618107627985,0.24989244122461474,"[0.34020315458897943, 0.3723055646321326, 0.09684268788236348, 0.08564322688721168, 0.1050053660093128]"
1,11,LSS confounding,Causal Forest,0.26993158565829245,0.5613027290493262,"[0.4857730080381517, 0.092158422421965, 0.15149571913619045, 0.1267326598477198, 0.1438401905559732]"
1,11,Linear,Causal Forest,0.011888708071193063,0.08863398338736772,"[0.07795064250881727, 0.5281271642622325, 0.12127963615021263, 0.11548832681452426, 0.15715423026421343]"
1,11,Mixed,Causal Forest,0.13625614645480927,0.29524822879995744,"[0.1414116283560467, 0.0915740261155831, 0.6061880275548983, 0.07779672978616271, 0.08302958818730938]"
1,13,Interaction,Causal Forest,0.03378624944925169,0.25053314345465433,"[0.3449740125200871, 0.33626061323702844, 0.10349729814269394, 0.09449915472329855, 0.12076892137689195]"
1,13,LSS confounding,Causal Forest,0.45566877735452205,0.7573541082293632,"[0.49095458315566115, 0.08518654947284195, 0.14889860149540435, 0.14086874486307505, 0.13409152101301758]"
1,13,Linear,Causal Forest,0.03638166667003199,0.10670193126516828,"[0.07536605348571111, 0.4293912897680081, 0.16196389163679892, 0.15486636272102838, 0.17841240238845352]"
1,13,Mixed,Causal Forest,0.16721731613782922,0.27338085159518816,"[0.09221454396208073, 0.0740589990350751, 0.6586690891730678, 0.09880616747710214, 0.07625120035267428]"
1,15,Interaction,Causal Forest,0.04973168136625893,0.2510723230433706,"[0.2846521167117101, 0.3906656276396031, 0.10759603273070503, 0.10642665014170247, 0.11065957277627929]"
1,15,LSS confounding,Causal Forest,0.23237507832085613,0.47886027025721944,"[0.4686596508862859, 0.07184681000469692, 0.1444948241920497, 0.1692675109655897, 0.1457312039513776]"
1,15,Linear,Causal Forest,0.039860842628297706,0.11028128179449115,"[0.08067188127409762, 0.43623633815928686, 0.16333788056481793, 0.17437641829717548, 0.14537748170462206]"
1,15,Mixed,Causal Forest,0.15565883494499488,0.2830196710582708,"[0.12371110633503081, 0.08161685985475767, 0.592417912096711, 0.09920217192501077, 0.10305194978848975]"
1,9,Interaction,Causal Forest,0.05075177642902317,0.25737482439504816,"[0.30793499536743474, 0.37240735012966064, 0.11730439196594274, 0.10133219326425863, 0.10102106927270321]"
1,9,LSS confounding,Causal Forest,0.3365676506806146,0.6153332510875809,"[0.4487952415225335, 0.10345832932892317, 0.151011312658579, 0.14889731065593337, 0.14783780583403108]"
1,9,Linear,Causal Forest,0.04695436432971829,0.13077023054581857,"[0.05985443260391495, 0.5501268802298167, 0.14152530209384526, 0.14523346415007343, 0.10325992092234974]"
1,9,Mixed,Causal Forest,0.14587370976832362,0.2936005309296329,"[0.12111346428381146, 0.10141050867586376, 0.6146340609711468, 0.0786677956612687, 0.0841741704079092]"
1,10,Interaction,Causal Forest,0.024685897007051823,0.2507887096649976,"[0.3661111633512494, 0.35787500980884185, 0.09145596741954001, 0.07968506455647098, 0.10487279486389767]"
1,10,LSS confounding,Causal Forest,0.337582961420583,0.6393905191319593,"[0.4884689732872263, 0.10497447552434112, 0.11859721909431328, 0.12614481691891377, 0.16181451517520562]"
1,10,Linear,Causal Forest,0.024799845982906053,0.10784362711708355,"[0.07232240724211925, 0.5168060998932573, 0.11079420400831573, 0.14348136350114557, 0.15659592535516206]"
1,10,Mixed,Causal Forest,0.15471629036262516,0.24043651634856433,"[0.12278337605166488, 0.08888010495109658, 0.6046193920191559, 0.0907682310071138, 0.09294889597096877]"
1,6,Interaction,Causal Forest,0.03138002750110273,0.25491665435860184,"[0.2975251072679413, 0.4242834533315907, 0.08403297795923244, 0.08639752275700535, 0.10776093868423019]"
1,6,LSS confounding,Causal Forest,0.3972490595411437,0.6476927045702402,"[0.4373059701378431, 0.0841651914347534, 0.13258906667640383, 0.1743575340216642, 0.17158223772933545]"
1,6,Linear,Causal Forest,0.03404176196961083,0.10533533696538572,"[0.06423335438304209, 0.44959101871360696, 0.20143109818058225, 0.13933633614809954, 0.14540819257466897]"
1,6,Mixed,Causal Forest,0.14143933516667526,0.2970603746802364,"[0.10820312426733375, 0.08529327488464218, 0.6405043905853639, 0.0912319535648257, 0.07476725669783454]"
1,14,Interaction,Causal Forest,0.03203818481880215,0.2506847698423899,"[0.3370285670123598, 0.36300277596106256, 0.11051931468621472, 0.10029668846081564, 0.08915265387954738]"
1,14,LSS confounding,Causal Forest,0.26646211511812146,0.5645039835660529,"[0.4725166889828622, 0.08932480333058856, 0.13315033767093676, 0.14328810404942086, 0.1617200659661916]"
1,14,Linear,Causal Forest,0.02519418537044337,0.10872790091175114,"[0.08190164326790647, 0.5468388058926978, 0.12500113774890179, 0.11822142243616021, 0.12803699065433358]"
1,14,Mixed,Causal Forest,0.12594978853334185,0.26876989382060185,"[0.15029079409074209, 0.11959390416916404, 0.514951306183537, 0.1006623967812174, 0.11450159877533947]"
1,1,Interaction,Causal Forest,0.01659866649168446,0.25050111787149987,"[0.35192899437527597, 0.35879323939205204, 0.08836371679332977, 0.09454800565542396, 0.10636604378391824]"
1,1,LSS confounding,Causal Forest,0.3376447417684982,0.6142001652522239,"[0.5019051729946675, 0.10697804366902687, 0.12577207721489775, 0.1368575978097239, 0.128487108311684]"
1,1,Linear,Causal Forest,0.03610279450145366,0.12148392649614931,"[0.08597185102839246, 0.4443506154513513, 0.15242903651553924, 0.16822745598065747, 0.14902104102405947]"
1,1,Mixed,Causal Forest,0.13915643326835112,0.2697752345781548,"[0.10928310674072948, 0.07365750204999465, 0.630013074967729, 0.09658122827619722, 0.09046508796534972]"
2,5,Interaction,Causal Forest,0.1588109099292709,0.5018766858465744,"[0.24737530455177142, 0.14320062655103488, 0.12653787277771708, 0.13170735184849625, 0.05544802714613525, 0.0754269096826723, 0.05556298066801541, 0.05577668101063521, 0.05617514824002925, 0.05278909752349291]"
2,5,LSS confounding,Causal Forest,0.3416997226997675,0.7681986455963572,"[0.3126220893081111, 0.15561516646391543, 0.047834614560366466, 0.050716843983154486, 0.06682610642778554, 0.07293218663009948, 0.0697986126282593, 0.08412926666896439, 0.06826337887458084, 0.07126173445476298]"
2,5,Linear,Causal Forest,0.04871188498783432,0.19605784304547694,"[0.04818986383195174, 0.05354513944578304, 0.23870876325229598, 0.25393248835555043, 0.07226647201854465, 0.09103190066370365, 0.05948236909362575, 0.06238169130584843, 0.05853611022420565, 0.0619252018084906]"
2,5,Mixed,Causal Forest,0.31901775639190283,0.4284577270153282,"[0.05565552414351079, 0.06040847594523981, 0.04423873759678864, 0.05129449291752933, 0.3287593040970053, 0.24457646196215518, 0.04085289111718715, 0.07031415959953019, 0.04922780532063644, 0.0546721473004172]"
2,14,Interaction,Causal Forest,0.1955012378769031,0.5042595203826563,"[0.15816775032668373, 0.214102501130805, 0.09319583832136337, 0.146314676589186, 0.055358899885216965, 0.082083173846712, 0.05832403206154452, 0.06506958018572229, 0.06337810088344836, 0.06400544676931767]"
2,14,LSS confounding,Causal Forest,0.32470865768546026,0.8030021706731616,"[0.20735724469984976, 0.25014100246263665, 0.04859276642299147, 0.05277969256905877, 0.07422947355018776, 0.07400456186430739, 0.06549115711439411, 0.0847697860974326, 0.07164781611918414, 0.07098649909995722]"
2,14,Linear,Causal Forest,0.04916158036744526,0.18511513515899086,"[0.06899628328465224, 0.07517610078964125, 0.22973970210349148, 0.21739335559995734, 0.07632731881898593, 0.08294653133158068, 0.05739129295793868, 0.06395202943713467, 0.06959205954473352, 0.058485326131884306]"
2,14,Mixed,Causal Forest,0.2985879151296782,0.4609356077735925,"[0.08779450835467169, 0.07974663323985447, 0.050256614445385844, 0.05825084501304893, 0.24514012439424057, 0.26645415816542045, 0.053809526883004825, 0.05310180870565238, 0.05276588331002079, 0.052679897488700035]"
2,12,Interaction,Causal Forest,0.19682030079807583,0.5032319206008854,"[0.22847257022283152, 0.1401637611733069, 0.09641942284657738, 0.15087311536762127, 0.061214282059736315, 0.06896548357503451, 0.052376942189089504, 0.06966532455232179, 0.06420263466570468, 0.06764646334777606]"
2,12,LSS confounding,Causal Forest,0.37359828279082224,0.7869850029906529,"[0.20742302479636424, 0.23311925403512254, 0.05454722627023456, 0.05504910374677593, 0.07848473220732241, 0.09223209961307115, 0.06795780961825132, 0.07756309536622569, 0.06571165376931566, 0.06791200057731654]"
2,12,Linear,Causal Forest,0.07026148653286389,0.20566364829691847,"[0.0616886469884627, 0.06406059797641117, 0.15708622866739777, 0.25873341181688075, 0.0809652306989595, 0.06924597302747047, 0.07812514057063716, 0.08342403536620138, 0.07281798253832392, 0.07385275234925513]"
2,12,Mixed,Causal Forest,0.3153549064978776,0.46354867435753716,"[0.07103336244510479, 0.07553013950041124, 0.046488181005992495, 0.052084564081680676, 0.2195778990970623, 0.3413629617426035, 0.04073949247591587, 0.056474154677639284, 0.05139034974683114, 0.04531889522675875]"
2,0,Interaction,Causal Forest,0.16758491164332726,0.5009406998893582,"[0.2184609029187359, 0.21879030627585966, 0.10418487367501068, 0.11296401285979954, 0.060285561460675076, 0.05667431578499218, 0.06634148786270078, 0.047173754440751975, 0.06172658328133125, 0.053398201440142866]"
2,0,LSS confounding,Causal Forest,0.4169621163411742,0.8552879179793194,"[0.15396046305077624, 0.33294806524077064, 0.04909851374805572, 0.04279766287263515, 0.07674070030257756, 0.07341958237842106, 0.0735576687286982, 0.06310943838789496, 0.06330310974484958, 0.07106479554532091]"
2,0,Linear,Causal Forest,0.06794019199297463,0.20869673969534197,"[0.06491555330208737, 0.06768419607321975, 0.21314290716250017, 0.18503185378393372, 0.07765944869209385, 0.09681268874551703, 0.07596604610004622, 0.07918945341332866, 0.06594360891734549, 0.07365424380992781]"
2,0,Mixed,Causal Forest,0.3102549400432299,0.47271257086580676,"[0.061467593272569336, 0.060276778178544044, 0.05995323445566268, 0.06443631488508123, 0.2729383559448624, 0.2799969535803225, 0.05885217508998407, 0.047781223081264514, 0.04801361769286123, 0.046283753818848104]"
2,15,Interaction,Causal Forest,0.1539367831370333,0.5089239232618524,"[0.1261107515534216, 0.15521623870118492, 0.18932011889556807, 0.17400268672248945, 0.05458115215409621, 0.05618872895511466, 0.05871785482805322, 0.06258867576347042, 0.06359157895207627, 0.059682213474525056]"
2,15,LSS confounding,Causal Forest,0.36073374458498103,0.7484376977369858,"[0.3023026251293053, 0.1421619291948973, 0.05082394666149552, 0.041314879455800875, 0.07030777286224414, 0.06551366303600109, 0.09108767228082264, 0.08797575140940672, 0.07842184405586707, 0.07008991591415942]"
2,15,Linear,Causal Forest,0.05387789182239021,0.18666840121186482,"[0.06569220700059779, 0.06633544147220351, 0.24845074310736556, 0.19189612372934825, 0.06050040498617114, 0.07146555332069088, 0.08619326482653644, 0.07731503290734745, 0.06400861274987256, 0.06814261589986638]"
2,15,Mixed,Causal Forest,0.30651405802665266,0.47754080592918363,"[0.07269691613135663, 0.06622926617763673, 0.05044826319439298, 0.05348184515605262, 0.25471269504920174, 0.31471027947684826, 0.04425374626180567, 0.04971255847417731, 0.05101433568752171, 0.04274009439100643]"
2,18,Interaction,Causal Forest,0.22187028366712294,0.5063705863163876,"[0.16763971260778013, 0.1809311444855654, 0.09473808821772273, 0.15960276833855475, 0.0733507450146679, 0.053189030885737, 0.06115030286279246, 0.0701678234756663, 0.06239846606432604, 0.07683191804718725]"
2,18,LSS confounding,Causal Forest,0.4813184676386667,0.9668304990047891,"[0.15362982800188651, 0.3175661764584077, 0.05151678750717779, 0.045912599301556216, 0.07079002034399552, 0.08089868034680196, 0.06621974973047555, 0.06951764079981909, 0.0683228759094677, 0.07562564160041195]"
2,18,Linear,Causal Forest,0.032160840098991644,0.1908777729057152,"[0.0462938835369863, 0.06504143695815426, 0.23399319257221354, 0.27794916586609864, 0.06310349725191063, 0.06346992116999371, 0.06768477358211185, 0.05643341920136773, 0.05972803839394708, 0.06630267146721618]"
2,18,Mixed,Causal Forest,0.3418078609002652,0.46378842396507125,"[0.048358838720874806, 0.061935314368584876, 0.041469439118403374, 0.09212810654525035, 0.2607796422841601, 0.2949846113792121, 0.052858382887631505, 0.05460622300400361, 0.05267556374233836, 0.04020387794954072]"
2,11,Interaction,Causal Forest,0.20770235806174395,0.5017715324027937,"[0.14679342388302152, 0.22492114199540192, 0.14836379326237842, 0.14069470563883368, 0.06215281979142147, 0.05229506512548454, 0.05400243223555383, 0.05684007179000753, 0.06462335059611402, 0.049313195681782905]"
2,11,LSS confounding,Causal Forest,0.4052312262369603,0.8650113766280956,"[0.16044943385173766, 0.32300622545704705, 0.053267067505013005, 0.04668474782507763, 0.0734296402879626, 0.0616318524560838, 0.06493529854394742, 0.08244556382745896, 0.06484562258969238, 0.06930454765597963]"
2,11,Linear,Causal Forest,0.04862027871379345,0.18196865986443517,"[0.047235064177656515, 0.09803678125151219, 0.1893461205693451, 0.2739901209531364, 0.06892008093253969, 0.057444253481495205, 0.05827853488436742, 0.0712086650801462, 0.07134823656351728, 0.06419214210628404]"
2,11,Mixed,Causal Forest,0.32636045587753737,0.5086010144313182,"[0.08026136454082082, 0.1080164922748892, 0.04683840911922167, 0.05860376759741924, 0.2928890245963699, 0.20830734594968842, 0.04444982094638656, 0.058405392836736965, 0.054814333053005704, 0.04741404908546156]"
2,17,Interaction,Causal Forest,0.21300368253738514,0.5009740178348921,"[0.11781178063980491, 0.128916036957741, 0.1327960968103049, 0.19643374600836772, 0.08256127110354103, 0.08448457009709122, 0.07575598114505011, 0.052017584630423955, 0.06181563410333583, 0.06740729850433938]"
2,17,LSS confounding,Causal Forest,0.3573044700653953,0.7808725354525244,"[0.2180576825438335, 0.22761285621628297, 0.050874942156219446, 0.04305685113106005, 0.08949484106850647, 0.08054553268753413, 0.07988162452969792, 0.06428565228989129, 0.07164404019281846, 0.0745459771841558]"
2,17,Linear,Causal Forest,0.04451214885169603,0.1836760557051733,"[0.05456287083755784, 0.06585337055491333, 0.19947403004092198, 0.22296626768446792, 0.09236217751323879, 0.07503538076321735, 0.08332112741612974, 0.061234272668196546, 0.07194411766430879, 0.07324638485704771]"
2,17,Mixed,Causal Forest,0.33154011538491523,0.465627180390855,"[0.08259060548368506, 0.057361723252832036, 0.04925835579442588, 0.05530701867438165, 0.3105651606677158, 0.23966133769918435, 0.0502414923333408, 0.05160096297928107, 0.05156995188722905, 0.051843391227924446]"
2,9,Interaction,Causal Forest,0.17138653475953272,0.502314009201315,"[0.2061120526593658, 0.10337740148527359, 0.19727980594001665, 0.14688844457149103, 0.0548758083870698, 0.05713226415179138, 0.06499334500768393, 0.05456632237345401, 0.05634024530018066, 0.05843431012367313]"
2,9,LSS confounding,Causal Forest,0.39812248395713495,0.8113671975986229,"[0.2833080050148892, 0.14275131687243656, 0.054521277348029064, 0.05106085833109996, 0.07152917143982228, 0.09286642713842719, 0.08559466497309279, 0.07487658892693781, 0.06792514909131529, 0.07556654086395005]"
2,9,Linear,Causal Forest,0.04368458658289891,0.19429018077043597,"[0.048591356958149666, 0.05962510910461748, 0.18609157042353897, 0.3068764825348978, 0.06558530400618061, 0.06542848029662723, 0.06885997598931512, 0.07173805818656903, 0.06592583292575832, 0.06127782957434583]"
2,9,Mixed,Causal Forest,0.31797814407509906,0.45866132166923207,"[0.06420693267307369, 0.056264980936564395, 0.05681587737151363, 0.04786241977033907, 0.3051791822233253, 0.27004588897212084, 0.04602680378245269, 0.05153052983571625, 0.05355207662176441, 0.04851530781312967]"
2,2,Interaction,Causal Forest,0.18822065442586602,0.5011080989023793,"[0.16528175133047854, 0.17600635117837637, 0.12618725705823966, 0.1710002575259554, 0.05555803991479016, 0.059339283481765995, 0.05839931847601342, 0.05676574100739901, 0.06731017904442226, 0.0641518209825592]"
2,2,LSS confounding,Causal Forest,0.4656249160651185,0.9342544896233117,"[0.17147830376883977, 0.2749168226347105, 0.043483389288101595, 0.06193181730948107, 0.0813990747332684, 0.06507572028831297, 0.08050856494030156, 0.07824023010366314, 0.06754479854605396, 0.07542127838726698]"
2,2,Linear,Causal Forest,0.060897342433356,0.21669098201361936,"[0.0508570291392634, 0.060415340362259526, 0.24346697580798946, 0.2213421184073003, 0.0764266017529021, 0.06880541819889834, 0.0672257286331928, 0.0695303971555293, 0.05780217321320603, 0.08412821732945869]"
2,2,Mixed,Causal Forest,0.3135404694614649,0.4471434576908988,"[0.07390250669134257, 0.052493410388733786, 0.04794824787536147, 0.04919203036953442, 0.2987584758996146, 0.24831832546624388, 0.07332118660475918, 0.057609918729268815, 0.05141754049850833, 0.04703835747663299]"
2,6,Interaction,Causal Forest,0.20227596927056987,0.5022646210690028,"[0.1634212091005601, 0.1378080588716984, 0.15880781653247072, 0.15585426350564116, 0.07965828309431747, 0.06693278329564571, 0.05956872748209098, 0.05834804561922449, 0.06077348406215388, 0.058827328436197084]"
2,6,LSS confounding,Causal Forest,0.39790818494735714,0.778587337635944,"[0.29565209618747484, 0.12649576862145437, 0.045762540892880045, 0.049642964903004946, 0.0837459737323788, 0.08235045492300484, 0.07634523855990026, 0.08707154309509614, 0.07712161465147631, 0.07581180443332936]"
2,6,Linear,Causal Forest,0.06624686246204463,0.20663594208943944,"[0.0631312230577513, 0.08557222281015829, 0.25572711398972436, 0.17251104397200107, 0.0952803389675108, 0.06979060119512606, 0.06451198612344151, 0.05995434955275432, 0.06538031503393951, 0.06814080529759278]"
2,6,Mixed,Causal Forest,0.33779973177350564,0.46119190656515435,"[0.047496934501287745, 0.055679309167568414, 0.0516018648063822, 0.059317123492544296, 0.31080052211281567, 0.276944776885278, 0.040967676223372634, 0.05206640751084518, 0.051518556010408514, 0.05360682928949744]"
2,8,Interaction,Causal Forest,0.11515051831035934,0.5032433300368568,"[0.15604980048498693, 0.25773798307013973, 0.1320698341239149, 0.11643836151183398, 0.047100379762999425, 0.053066727763864896, 0.05529281510941596, 0.0727696675187719, 0.05681887540061781, 0.052655555253454576]"
2,8,LSS confounding,Causal Forest,0.4005177601231032,0.8652302891584808,"[0.17241094368956617, 0.24073009116677696, 0.04844927140363569, 0.07848695966621726, 0.08357398749139418, 0.07967299596047213, 0.06901427755168926, 0.07468567567987477, 0.07843961123513303, 0.07453618615524066]"
2,8,Linear,Causal Forest,0.06623314037181359,0.20935272718580744,"[0.06209347928469752, 0.048666182239870806, 0.21822592956315898, 0.25600161680924166, 0.05933140797766674, 0.05883521372385475, 0.05936311071441275, 0.0832478934639156, 0.07702539965999432, 0.07720976656318687]"
2,8,Mixed,Causal Forest,0.2897290179197632,0.5007207914123727,"[0.06225300565748589, 0.07791685382396342, 0.061653950004447865, 0.048432255552138814, 0.30235315057029666, 0.25984734187123265, 0.04540252250307044, 0.055503324212923554, 0.041033223595234584, 0.04560437220920614]"
2,7,Interaction,Causal Forest,0.1807893840574366,0.5078476730212255,"[0.1271094633181065, 0.19162682932846975, 0.17738472484917103, 0.13463330336255974, 0.08851548806826247, 0.049793524657331605, 0.055664392561657186, 0.053230989874334354, 0.04827120821909396, 0.07377007576101352]"
2,7,LSS confounding,Causal Forest,0.4923918361395211,0.9126767751710892,"[0.23769523147238664, 0.1814691686401107, 0.05190381400758015, 0.0697840492124699, 0.0817318486052924, 0.06679380076917477, 0.07490965565066439, 0.0678493941920057, 0.07651013133409613, 0.0913529061162193]"
