s,iter,model,Estimation method,MSE,MSE_0,Feature importance
1,18,Interaction,IntCF,0.0645594223060912,0.2499272848961271,"[0.3832979369680515, 0.2822996564736523, 0.09821394487853144, 0.10349594099933708, 0.1326925206804279]"
1,18,LSS confounding,IntCF,0.0784020911420954,0.4902654768952904,"[0.454384149564925, 0.16646709745813046, 0.1050695068757533, 0.1278367204808525, 0.14624252562033874]"
1,18,Linear,IntCF,0.0310679421635832,0.1044474495522717,"[0.1273697151930546, 0.40236016920038253, 0.15914537134153786, 0.14165800065679104, 0.16946674360823394]"
1,18,Mixed,IntCF,0.0624513497209799,0.2338730993485397,"[0.3851816531213139, 0.27476174232604866, 0.13484393871154723, 0.09921551104435924, 0.10599715479673104]"
1,7,Interaction,IntCF,0.059863784532775,0.2499332961669984,"[0.286693211723544, 0.31646903365937795, 0.1375938158047067, 0.12409168552014406, 0.1351522532922273]"
1,7,LSS confounding,IntCF,0.0525028395556753,0.560572398682768,"[0.45546792514830975, 0.15249297258250058, 0.13777681536660988, 0.1152226023452142, 0.13903968455736565]"
1,7,Linear,IntCF,0.0207623047058979,0.1047115957874101,"[0.09001891759165327, 0.45389007918458546, 0.16045767284790816, 0.1341385252770864, 0.16149480509876674]"
1,7,Mixed,IntCF,0.0682258115585846,0.2397196061217335,"[0.46829430699482216, 0.16891491584453716, 0.13745210602711455, 0.12287159372064548, 0.1024670774128806]"
1,8,Interaction,IntCF,0.0494311487023537,0.258748405882699,"[0.27007884684482936, 0.3667740074817913, 0.12402965197894326, 0.1122322037001094, 0.12688528999432683]"
1,8,LSS confounding,IntCF,0.0637804062112348,0.6670081083566926,"[0.472687844302965, 0.16414045210567643, 0.12457719052918424, 0.13184788523738936, 0.10674662782478506]"
1,8,Linear,IntCF,0.0247703507848795,0.1051157289297621,"[0.12616490178714387, 0.3832992770185538, 0.18118385486229385, 0.15333273446305273, 0.15601923186895578]"
1,8,Mixed,IntCF,0.0753402575712862,0.3137054814439128,"[0.41977640235542324, 0.1735105627772901, 0.1323445368265712, 0.15397429305536103, 0.12039420498535452]"
1,4,Interaction,IntCF,0.0374886402894693,0.2507080936070131,"[0.3175584163445109, 0.29852546731072505, 0.135127300548146, 0.12297456660635772, 0.12581424919026046]"
1,4,LSS confounding,IntCF,0.0758590645314742,0.6704044046293761,"[0.41507746925788935, 0.12540031917588482, 0.1634392886707329, 0.11116686219017564, 0.18491606070531738]"
1,4,Linear,IntCF,0.0241920288060599,0.1187038779497798,"[0.1256112773188956, 0.40914134454768136, 0.1685691589509647, 0.1512267849287723, 0.14545143425368612]"
1,4,Mixed,IntCF,0.0959477769085758,0.2184113396156645,"[0.26298093679380946, 0.24243841124219437, 0.206012801158501, 0.14958474533228067, 0.13898310547321457]"
1,15,Interaction,IntCF,0.0471867737911058,0.2510723230433706,"[0.2796758358548247, 0.3366053120738813, 0.13778212532824868, 0.11408186092191334, 0.1318548658211322]"
1,15,LSS confounding,IntCF,0.0779978214918191,0.4788602702572194,"[0.45759597531223806, 0.13823133601506846, 0.1294488920188057, 0.13753092443228565, 0.13719287222160204]"
1,15,Linear,IntCF,0.0238580633609265,0.1102812817944911,"[0.0978988035280712, 0.4439459226406376, 0.1617597473779579, 0.16738245617024766, 0.12901307028308565]"
1,15,Mixed,IntCF,0.0874799679894231,0.2830196710582708,"[0.35926032620694753, 0.21011993646105037, 0.16105325987984323, 0.1237072609355619, 0.14585921651659683]"
2,8,Interaction,IntCF,0.097431014482318,0.5032433300368568,"[0.15777189515880952, 0.2127673428484458, 0.16958203544346295, 0.15335385261226667, 0.04234804827615888, 0.04888289686633128, 0.05589067085771807, 0.06442234408162938, 0.04606861673604266, 0.04891229711913477]"
2,8,LSS confounding,IntCF,0.2102178627962625,0.8652302891584808,"[0.19822397725339455, 0.22567018286502274, 0.07964806703597513, 0.08145874549402429, 0.05990159869874003, 0.06799829963632001, 0.06990731898235343, 0.07734896834264537, 0.07138479952267685, 0.06845804216884765]"
2,8,Linear,IntCF,0.0659473554442453,0.2093527271858074,"[0.04610843779188717, 0.051228515888423115, 0.21952487180850142, 0.23798735428415763, 0.07796317961987312, 0.07375523552137087, 0.07754740123875525, 0.07213695704300038, 0.07319975167768744, 0.07054829512634364]"
2,8,Mixed,IntCF,0.1974894039699382,0.5007207914123727,"[0.21325589287702595, 0.2396312659764932, 0.06899041354791141, 0.0931602673467769, 0.05214958481602443, 0.056399020413757724, 0.07731973934708299, 0.06969459149531528, 0.059372721605874805, 0.07002650257373728]"
2,4,Interaction,IntCF,0.0705045859700276,0.5036693849610953,"[0.18565751282584098, 0.17443401456273355, 0.1612620573034332, 0.13599296502470948, 0.061086313309036376, 0.060556709011518446, 0.05335981908346146, 0.05409768372506602, 0.06290956871660523, 0.050643356437595335]"
2,4,LSS confounding,IntCF,0.2115693524882147,0.8838423026364806,"[0.19961482510400158, 0.2288831814600397, 0.053272463605965326, 0.07652461364177549, 0.07398233594038062, 0.06768219961554348, 0.07868926946853419, 0.0709116634038614, 0.08517874451390522, 0.06526070324599313]"
2,4,Linear,IntCF,0.0488593193560707,0.1869686104660245,"[0.04496829017037565, 0.05591031496484627, 0.17144141547073954, 0.26707891296537895, 0.07159943691236341, 0.07483853648604645, 0.07324354929413945, 0.08227037220111716, 0.08134461542156153, 0.07730455611343154]"
2,4,Mixed,IntCF,0.1698919800082799,0.4928460385578876,"[0.20281158269119295, 0.17982098070616026, 0.09112424416536641, 0.12459426302917138, 0.06332904580325609, 0.055612668452291084, 0.06452182340900195, 0.06452735802191151, 0.07380174065599727, 0.07985629306565117]"
2,18,Interaction,IntCF,0.1445054553629127,0.5063705863163876,"[0.16255082029276932, 0.17013599439017513, 0.09461906062890225, 0.14293452497227468, 0.07311078515182547, 0.06965173248914826, 0.06762231231493504, 0.06915809858630456, 0.0763739920238879, 0.07384267914977728]"
2,18,LSS confounding,IntCF,0.2580233902618412,0.9668304990047892,"[0.17457488591308448, 0.2738682905240498, 0.06998139804436398, 0.06468806552040715, 0.06904458097725495, 0.07307300426990467, 0.06526149422987568, 0.07149482255986592, 0.07513900730692614, 0.06287445065426715]"
2,18,Linear,IntCF,0.0350835954845596,0.1908777729057152,"[0.04802013750236858, 0.04909623106776096, 0.22377464164748193, 0.2507599594917727, 0.0698998319969485, 0.06736333407533267, 0.07292180766868415, 0.06549043061481272, 0.08031020784094246, 0.07236341809389542]"
2,18,Mixed,IntCF,0.1962462721051302,0.4637884239650712,"[0.17312269715764061, 0.1646132362547286, 0.08706936238213246, 0.10238917203568218, 0.062468150333765085, 0.061777168097209643, 0.091168219800624, 0.08358304197065015, 0.09862684358801299, 0.07518210837955429]"
2,13,Interaction,IntCF,0.1020203420153842,0.5009280081163513,"[0.16269380187185176, 0.1541263494647267, 0.16550154936150838, 0.1486425577914897, 0.06575107695825268, 0.07100225104666401, 0.05948871021042728, 0.05756218177421228, 0.059789849755073655, 0.05544167176579372]"
2,13,LSS confounding,IntCF,0.3127630579377543,0.9636653926569664,"[0.1950276190775834, 0.2205743616632948, 0.07620495948294585, 0.06379720490130536, 0.06634727690246553, 0.08431743298029588, 0.07210796720518786, 0.07549199474859626, 0.07731243492749379, 0.06881874811083111]"
2,13,Linear,IntCF,0.0538833660734225,0.197316424891477,"[0.05459934101964634, 0.06019961593106723, 0.19274562663079575, 0.1965065478537582, 0.08966584851034098, 0.08206965310360172, 0.09165086423622205, 0.07166867177231893, 0.07800233910389875, 0.0828914918383501]"
2,13,Mixed,IntCF,0.1655114032964214,0.4946121426808331,"[0.1867664339014072, 0.15389788968206275, 0.13070937402468905, 0.11625668167613068, 0.061802577953441566, 0.08581180020829113, 0.06360661866239153, 0.06776930158974744, 0.06393673539581238, 0.06944258690602624]"
2,10,Interaction,IntCF,0.1194951813177153,0.5009328837834344,"[0.19704794368967937, 0.2309421265456188, 0.11011044595668426, 0.0971384452385891, 0.06990077183298896, 0.056358082246569435, 0.061937434239722214, 0.05398860309347531, 0.07155962791356621, 0.05101651924310632]"
2,10,LSS confounding,IntCF,0.2216590427027024,0.8824450580676114,"[0.21974441593601793, 0.20999385711140928, 0.058783437205958605, 0.07192665372149187, 0.07809597407397015, 0.06382003506484583, 0.06871227726368599, 0.07065662541570104, 0.08239060914895036, 0.07587611505796901]"
2,10,Linear,IntCF,0.0452695514630248,0.1899950383375516,"[0.04827208038637009, 0.052583101769874525, 0.19846395904085123, 0.24016315903847008, 0.07800320526760166, 0.07499601421097944, 0.08372560459754708, 0.06922975471246928, 0.07388548935787738, 0.08067763161795904]"
2,10,Mixed,IntCF,0.16175205990485,0.4692914388749608,"[0.20114607337764057, 0.24487895069178794, 0.094887434800685, 0.0840479525094846, 0.04902767626688927, 0.06254260599664872, 0.054521363300578794, 0.07831151698026685, 0.0695514482487392, 0.06108497782727904]"
2,2,Interaction,IntCF,0.0862637448115974,0.5011080989023793,"[0.16941940095527167, 0.17109044425774514, 0.14243004013961036, 0.14501688967968168, 0.062252501096311724, 0.06501663048790757, 0.056320686522867314, 0.0621247333337912, 0.06340971222347638, 0.06291896130333703]"
2,2,LSS confounding,IntCF,0.2646159463260006,0.9342544896233116,"[0.21481416464135383, 0.2694405479223406, 0.06186724967201072, 0.06923513517694066, 0.0750292703230724, 0.061949922451587425, 0.06455160819200789, 0.06511582022090759, 0.06327631989716538, 0.054719961502613323]"
2,2,Linear,IntCF,0.0562569861396972,0.2166909820136193,"[0.04531561580183027, 0.0479124544960889, 0.2456520016613111, 0.23229217548224143, 0.0738447205577738, 0.06740570049548286, 0.0691469567668402, 0.06891400749006772, 0.07761758828302864, 0.07189877896533514]"
2,2,Mixed,IntCF,0.1191694114993232,0.4471434576908988,"[0.18331102810674982, 0.19444483714769725, 0.10765819589870258, 0.11905024542189752, 0.06422649726393138, 0.06083678457136042, 0.05975224044882216, 0.06791689776856313, 0.08081198538198399, 0.06199128799029176]"
2,1,Interaction,IntCF,0.0930506380012389,0.5024539737824518,"[0.12621521658633497, 0.134433738369845, 0.1934530646144701, 0.1944350001239981, 0.05816890955477099, 0.06315091926329207, 0.05904391796287811, 0.0559792470762919, 0.0490329718761197, 0.06608701457199917]"
2,1,LSS confounding,IntCF,0.1946997238006093,0.8019172499543337,"[0.17792498847977564, 0.21031827034868242, 0.07993643500526905, 0.07614794486691816, 0.0861559675904494, 0.08159231180934269, 0.07612204681505073, 0.08019016534456971, 0.06157081610009229, 0.07004105363984989]"
2,1,Linear,IntCF,0.0453933601158077,0.2044590981213703,"[0.06063650759703176, 0.05519038102555318, 0.1931409752129546, 0.24027262866537996, 0.07272444830403801, 0.08142937704993, 0.0754790056836483, 0.0785285963516393, 0.06162727457118681, 0.08097080553863806]"
2,1,Mixed,IntCF,0.1980323466773123,0.4788496563994622,"[0.16679909789465278, 0.16377784771368198, 0.09243411840820834, 0.11791119029864845, 0.05859553654430422, 0.08205076439518334, 0.08324426502548998, 0.0775930117854796, 0.07641156346589069, 0.08118260446846065]"
2,5,Interaction,IntCF,0.0846046822762882,0.5018766858465744,"[0.17996730901611266, 0.1660078186368169, 0.15301553274634816, 0.13690852389129776, 0.06100290096128809, 0.06513780540087818, 0.06127760837102028, 0.05553329789985375, 0.05930990764695168, 0.061839295429432534]"
2,5,LSS confounding,IntCF,0.2399538052984582,0.7681986455963572,"[0.28225191980635966, 0.17892415933844297, 0.061436204836397466, 0.05817577148135724, 0.06746392892274441, 0.07143427744558659, 0.0659386566164647, 0.06882950146498146, 0.07638782000501312, 0.06915776008265243]"
2,5,Linear,IntCF,0.0417434986341176,0.1960578430454769,"[0.050144342402379014, 0.04602565311323277, 0.23407269499528335, 0.2152654574767561, 0.08242330402836326, 0.08133441010220258, 0.07039186063482739, 0.07660585146360373, 0.0689722024913511, 0.07476422329200083]"
2,5,Mixed,IntCF,0.1313287989388381,0.4284577270153282,"[0.17376781007109052, 0.21744156959878208, 0.10860783163646866, 0.11710387564181844, 0.04970803239959579, 0.0640239651397577, 0.06775049071149394, 0.069068011226216, 0.06301158815129568, 0.06951682542348123]"
2,9,Interaction,IntCF,0.121733123838394,0.502314009201315,"[0.1929600988814582, 0.11106374972366129, 0.18998012076268805, 0.14021721598724401, 0.05519307640111403, 0.05673880876874777, 0.06297506596965974, 0.0615945481370158, 0.07038227379010405, 0.0588950415783071]"
2,9,LSS confounding,IntCF,0.2289533935442727,0.8113671975986229,"[0.25112381181569193, 0.18765459109164187, 0.06929719287124465, 0.06267945107886248, 0.06555596870592921, 0.06807545471523041, 0.06716430126006653, 0.0770308694679902, 0.07905892928440025, 0.07235942970894235]"
2,9,Linear,IntCF,0.0385830536069046,0.1942901807704359,"[0.051886360967234396, 0.04490764950414072, 0.19178434584341628, 0.28629511929796403, 0.07295343994464627, 0.06604798208159247, 0.07332895180214904, 0.07384071912111216, 0.07750289011387478, 0.06145254132386975]"
2,9,Mixed,IntCF,0.165138668518759,0.458661321669232,"[0.25528153942272475, 0.163184110147254, 0.10398234181617062, 0.08864281968476985, 0.06613822847292952, 0.05459401696749938, 0.06410950195838824, 0.0766234034077479, 0.06315472629414823, 0.06428931182836747]"
2,19,Interaction,IntCF,0.0935347147868462,0.5052528109355977,"[0.15302985265918645, 0.16940149171549734, 0.14065763554521565, 0.17016131465224266, 0.051011402601840276, 0.06128685860083138, 0.06507730627122933, 0.06218790845265799, 0.06982474018509338, 0.057361489316205695]"
2,19,LSS confounding,IntCF,0.1843744577078103,0.8076522408393542,"[0.2261770651938575, 0.2203300805248939, 0.0695899138040317, 0.07225200726531797, 0.07061850944802324, 0.059405335705006675, 0.06879293600010951, 0.06969954035014095, 0.06787539037654772, 0.0752592213320708]"
2,19,Linear,IntCF,0.050297766802955,0.1825266230091105,"[0.0548494175760524, 0.06494097762726912, 0.15381125417023594, 0.20780156993982782, 0.08181247204763391, 0.09164324469717991, 0.09881138161295835, 0.07191450773128857, 0.07777191123467632, 0.0966432633628777]"
2,19,Mixed,IntCF,0.171687335151498,0.496907209103005,"[0.21009640271861513, 0.16342555848540646, 0.10767630682659815, 0.09732524019038909, 0.05763718496122067, 0.0702373561054288, 0.09020284369236813, 0.0715204368310801, 0.06928220751019422, 0.06259646267869938]"
2,16,Interaction,IntCF,0.1047026346206677,0.5041219351804583,"[0.12499336105797342, 0.16604611282092355, 0.16659028649612023, 0.1654461061176774, 0.059914230740405694, 0.06483951180451195, 0.05749398672004325, 0.0648752536431833, 0.07152052966455297, 0.05828062093460829]"
2,16,LSS confounding,IntCF,0.2405780565595215,0.870517876956585,"[0.2984059246234655, 0.22760702991462806, 0.051411092317013796, 0.05772076003960857, 0.061704285062605176, 0.06495569766580668, 0.048046067583246345, 0.05740130129201718, 0.06629286679098366, 0.0664549747106249]"
2,16,Linear,IntCF,0.0495259769695428,0.1978346258810673,"[0.05351752814442117, 0.046848533795410006, 0.2337469914941632, 0.1954888756297029, 0.08434673759919412, 0.06838774100722785, 0.0827134173870938, 0.07498985097210567, 0.08067674324745061, 0.07928358072323051]"
2,16,Mixed,IntCF,0.1557074521925572,0.4816509142119866,"[0.14930421533984697, 0.17801755221449478, 0.11727379599935442, 0.13253096759492528, 0.06342998611888531, 0.07110447869226641, 0.06964354928777626, 0.06715617667531819, 0.07771568910544394, 0.07382358897168845]"
2,12,Interaction,IntCF,0.1132327782550096,0.5032319206008854,"[0.191326079335729, 0.1466998362726812, 0.13126678496038588, 0.14654194171143134, 0.06497313424146046, 0.06161242121397424, 0.056072233304434706, 0.0674908736134713, 0.06797703230688737, 0.06603966303954462]"
2,12,LSS confounding,IntCF,0.2071229691230357,0.7869850029906529,"[0.20854841666555748, 0.2166573020379824, 0.08430769040871704, 0.06927459757285265, 0.07256032192915036, 0.0661084187160015, 0.07137603781473381, 0.07580530147263308, 0.06748182256601393, 0.0678800908163577]"
2,12,Linear,IntCF,0.0578548216776282,0.2056636482969184,"[0.0605778933065041, 0.05578521156157722, 0.1654581291479176, 0.22820079912766975, 0.08508351809088617, 0.0788530716435084, 0.08144447778936512, 0.08036341549064066, 0.08686394171021117, 0.07736954213171986]"
2,12,Mixed,IntCF,0.1377091485633981,0.4635486743575371,"[0.2192316368020267, 0.1864210433560454, 0.09052858839274071, 0.10081326449313156, 0.059561685332471165, 0.05918247603533429, 0.0734368836777937, 0.06514258180725649, 0.07089168106219805, 0.07479015904100203]"
2,6,Interaction,IntCF,0.106936068401776,0.5022646210690028,"[0.13960952675867794, 0.14264916907134068, 0.1455090246036734, 0.17419004052545506, 0.0599221204232291, 0.05784084989118068, 0.07028255114205417, 0.06507861817429486, 0.07161096796594184, 0.07330713144415246]"
2,6,LSS confounding,IntCF,0.2568210249047919,0.778587337635944,"[0.26369242498475204, 0.15874194246600473, 0.0734344875015923, 0.0645408766576316, 0.09076555797868731, 0.06361634780865641, 0.06621558025911088, 0.08322357688108041, 0.07051513941914325, 0.0652540660433412]"
2,6,Linear,IntCF,0.0536672135929543,0.2066359420894394,"[0.049781701797727326, 0.051084186571507074, 0.26009247909472083, 0.19077652609212267, 0.06649918724326673, 0.07055566593659594, 0.08038415074593014, 0.08035537971330053, 0.07199716006631643, 0.07847356273851243]"
2,6,Mixed,IntCF,0.1491463300593582,0.4611919065651543,"[0.16188530940283616, 0.19662397405224613, 0.10851223787855023, 0.10758933914079964, 0.06732650330881518, 0.06055930866064903, 0.06510275192056295, 0.07605867206128611, 0.06877001716397879, 0.08757188641027579]"
